Symbol,DATE,Open Price,Prev Close,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
MARUTI,13-Apr-2016,3613,3573.7,3745.35,3606.6,3744,3731.6,3685.3,1107727,4082302709.05,92172
MARUTI,18-Apr-2016,3720.8,3731.6,3750,3680,3712.8,3718.95,3723.49,999621,3722078116.8,81798
MARUTI,20-Apr-2016,3724.35,3718.95,3724.35,3651,3665.1,3670.05,3673.78,1830988,6726641353.85,76006
MARUTI,21-Apr-2016,3695,3670.05,3737.25,3674,3703,3705.3,3712.27,1928958,7160820070.7,108146
MARUTI,22-Apr-2016,3703,3705.3,3833,3680.1,3815.2,3816.05,3783.27,1165761,4410386976.1,75696
MARUTI,25-Apr-2016,3806.1,3816.05,3842,3715.15,3730,3727.95,3759.82,838216,3151541408.5,55604
MARUTI,26-Apr-2016,3704.05,3727.95,3894,3691.9,3858,3871.55,3816.67,2782566,10620136865.95,152175
MARUTI,27-Apr-2016,3841.1,3871.55,3932.75,3830.25,3848,3859.4,3883.87,1388262,5391826630.1,125518
MARUTI,28-Apr-2016,3819,3859.4,3854,3735.1,3749,3747.95,3799.05,1821236,6918974060.3,115721
MARUTI,29-Apr-2016,3742,3747.95,3820,3725,3795,3794.65,3775.06,962848,3634806826.45,59631
MARUTI,02-May-2016,3799.9,3794.65,3840,3751.6,3837,3830.85,3803.4,762337,2899471775,49634
MARUTI,03-May-2016,3840.8,3830.85,3879,3795.7,3814,3819.95,3840.24,795697,3055664481.5,39572
MARUTI,04-May-2016,3800,3819.95,3844,3796.05,3810,3811.55,3821.5,557609,2130902853.05,31876
MARUTI,05-May-2016,3825,3811.55,3850,3802,3843.5,3836.85,3826.99,485772,1859045999.8,31755
MARUTI,06-May-2016,3829.95,3836.85,3835,3802,3825,3818.95,3815.01,411877,1571314189.3,26975
MARUTI,09-May-2016,3830,3818.95,3878,3825,3858,3846.5,3850.37,771389,2970135056.95,44020
MARUTI,10-May-2016,3850.5,3846.5,3897.05,3835.1,3858,3844.8,3860.86,1094666,4226356607.5,65022
MARUTI,11-May-2016,3800,3844.8,3898,3790,3892.05,3890.05,3869.56,679706,2630160927.6,45864
MARUTI,12-May-2016,3884.85,3890.05,3909.8,3841.5,3861.95,3854.2,3869.22,857976,3319694063.7,55184
MARUTI,13-May-2016,3856,3854.2,3877.9,3828,3851,3846.25,3851.24,435056,1675506194,28853
MARUTI,16-May-2016,3870,3846.25,3895,3840,3890,3881.6,3861.13,878812,3393207080.15,32098
MARUTI,17-May-2016,3891.05,3881.6,3969,3886.25,3945.05,3950.7,3935.36,865028,3404199572.05,60596
MARUTI,18-May-2016,3928.8,3950.7,3939,3805.05,3907.1,3914.9,3871.5,1921044,7437328389.6,108452
MARUTI,19-May-2016,3900,3914.9,3940,3881,3907.1,3926.6,3914.53,679821,2661180713.05,60638
MARUTI,20-May-2016,3883.8,3926.6,3959,3881.1,3941.9,3944.95,3932.1,485214,1907909862.95,32060
MARUTI,23-May-2016,3964,3944.95,3968.3,3900,3904,3913.85,3943.75,348354,1373821327.9,34901
MARUTI,24-May-2016,3913.8,3913.85,3937.95,3893.15,3928.95,3924.2,3918.66,283533,1111068158.65,22748
MARUTI,25-May-2016,3948,3924.2,4072,3940,4064,4060.95,4021.76,842663,3388984230.3,56975
MARUTI,26-May-2016,4064,4060.95,4125,4027.2,4120,4118,4092.98,1074664,4398580879.25,70910
MARUTI,27-May-2016,4114.7,4118,4162,4091.05,4132.2,4146.6,4137.1,880888,3644324779.15,63173
MARUTI,30-May-2016,4132,4146.6,4155.2,4054,4069.15,4071.75,4097.51,555311,2275390334.55,38393
MARUTI,31-May-2016,4060,4071.75,4180,4055.05,4154.05,4161.6,4136.45,775477,3207719371.25,56298
MARUTI,01-Jun-2016,4170.7,4161.6,4199.95,4150,4154.55,4165.35,4172.46,647041,2699749767.6,38211
MARUTI,02-Jun-2016,4150,4165.35,4194.95,4124,4184,4186.65,4161.11,411143,1710809486.25,29759
MARUTI,03-Jun-2016,4192.15,4186.65,4235,4180,4213,4217.95,4216.39,591630,2494543010.9,40641
MARUTI,06-Jun-2016,4216,4217.95,4217,4118,4140,4142,4151.62,443085,1839519061.3,33705
MARUTI,07-Jun-2016,4175,4142,4188.95,4118,4135.05,4135.65,4152.54,471388,1957458492.65,40749
MARUTI,08-Jun-2016,4131,4135.65,4169.8,4124.7,4164.95,4160.1,4151.82,417715,1734276992.05,44789
MARUTI,09-Jun-2016,4152.05,4160.1,4189.75,4140,4169.9,4169.15,4164.66,305434,1272028413.05,18017
MARUTI,10-Jun-2016,4165.1,4169.15,4197,4100,4100.05,4111.5,4151.21,464892,1929863129.45,29214
MARUTI,13-Jun-2016,4074,4111.5,4150,4062,4149,4134.75,4105.78,385639,1583348107.65,22704
MARUTI,14-Jun-2016,4145,4134.75,4155.9,4096,4099.95,4104.5,4122.69,403193,1662241655.3,26394
MARUTI,15-Jun-2016,4125,4104.5,4215,4112.1,4211.5,4209.6,4159.51,510807,2124706746.75,46671
MARUTI,16-Jun-2016,4160,4209.6,4164,4062,4080,4084.1,4097.22,1118517,4582809069.8,77331
MARUTI,17-Jun-2016,4115,4084.1,4158,4093.45,4093.45,4114.5,4131.4,951658,3931682187.55,64248
MARUTI,20-Jun-2016,4076.55,4114.5,4144.8,4065.7,4138,4133.2,4119.16,667114,2747950789.85,38774
MARUTI,21-Jun-2016,4146,4133.2,4168.1,4109,4145,4157.4,4142.61,512383,2122603379.85,33914
MARUTI,22-Jun-2016,4145,4157.4,4180.5,4125.05,4150,4151.35,4160.36,417540,1737118191.9,36824
MARUTI,23-Jun-2016,4151.9,4151.35,4175,4120.45,4165.8,4168.6,4148.69,341093,1415090774.05,29066
MARUTI,24-Jun-2016,4053,4168.6,4092.1,3866.6,4084,4070.05,4021.3,1559787,6272376889.6,83301
MARUTI,27-Jun-2016,4061,4070.05,4061,4004.1,4026,4025.1,4029.19,836629,3370939472.9,61694
MARUTI,28-Jun-2016,4041.1,4025.1,4081.95,4040,4076.45,4078.7,4065.38,626447,2546746740.6,47968
MARUTI,29-Jun-2016,4100,4078.7,4141,4089.2,4122.75,4131.25,4116.45,646945,2663118818.7,33389
MARUTI,30-Jun-2016,4179.9,4131.25,4200,4145.55,4199.7,4187.2,4168.83,770542,3212256705.25,66636
MARUTI,01-Jul-2016,4188.6,4187.2,4214.2,4132,4166,4165.4,4168.15,804652,3353906492.9,46307
MARUTI,04-Jul-2016,4171,4165.4,4190.5,4155.75,4180,4173.8,4172.85,343648,1433991305.3,21737
MARUTI,05-Jul-2016,4180,4173.8,4202,4150,4176,4173.35,4175.78,282439,1179402903.45,20168
MARUTI,07-Jul-2016,4181.1,4173.35,4189.9,4125,4145.9,4141.1,4145.93,325843,1350922349.7,28158
MARUTI,08-Jul-2016,4142,4141.1,4175.65,4126,4163.9,4161.8,4159.41,261295,1086833437.9,14950
MARUTI,11-Jul-2016,4190,4161.8,4285.9,4189.95,4265.15,4272.05,4253.54,518428,2205155548.9,39163
MARUTI,12-Jul-2016,4300,4272.05,4382,4291,4362,4370.4,4351.06,688921,2997536909.8,52090
MARUTI,13-Jul-2016,4350,4370.4,4360,4301,4312.9,4321.4,4321.73,416940,1801902055,32998
MARUTI,14-Jul-2016,4326,4321.4,4439,4326,4422.1,4428.3,4398.9,637580,2804651042.75,61143
MARUTI,15-Jul-2016,4450,4428.3,4493.55,4404.5,4477,4472.05,4456,654076,2914560944.3,60458
MARUTI,18-Jul-2016,4477,4472.05,4564.4,4432.4,4456.25,4454.75,4517.06,684924,3093843435.7,49256
MARUTI,19-Jul-2016,4455.2,4454.75,4499,4440,4475,4485.7,4470.14,378788,1693234732.05,57286
MARUTI,20-Jul-2016,4471.85,4485.7,4510,4452.05,4465.75,4469.15,4477.33,357560,1600913643.8,32812
MARUTI,21-Jul-2016,4489,4469.15,4493.05,4405.25,4415,4413.7,4443.93,252227,1120877949.9,23091
MARUTI,22-Jul-2016,4421,4413.7,4449,4405,4419.9,4414.7,4424.84,339886,1503941615.25,26972
MARUTI,25-Jul-2016,4427,4414.7,4565,4421,4552,4550.55,4518.01,499616,2257269483.1,30461
MARUTI,26-Jul-2016,4575.15,4550.55,4584,4451.15,4470.9,4471.3,4522.62,1828186,8268186391.3,105500
MARUTI,27-Jul-2016,4510.3,4471.3,4628,4510,4555.1,4558.15,4573.32,1212744,5546261097.95,96172
MARUTI,28-Jul-2016,4579,4558.15,4784,4570.55,4759,4763.5,4715.12,1879461,8861878507.95,144253
MARUTI,29-Jul-2016,4751,4763.5,4824,4720.55,4765,4757.6,4766.17,799265,3809432635.15,55850
MARUTI,01-Aug-2016,4798.95,4757.6,4885,4772.25,4869.05,4866.25,4845.32,1206974,5848172359.4,63151
MARUTI,02-Aug-2016,4900,4866.25,5039,4880,5000,4986.05,4980.88,1611134,8024862506.6,109584
MARUTI,03-Aug-2016,5014.9,4986.05,5020,4853.15,4870,4873.85,4913.32,1019631,5009776068.85,81920
MARUTI,04-Aug-2016,4945,4873.85,4945,4869.35,4890,4889.65,4906.17,727097,3567261551.35,52929
MARUTI,05-Aug-2016,4919,4889.65,4965,4900,4941.95,4941.65,4935.98,598288,2953137501.6,41838
MARUTI,08-Aug-2016,4980,4941.65,5010,4960.05,4986.95,4991.75,4992.06,474502,2368744665.15,40952
MARUTI,09-Aug-2016,5009.9,4991.75,5021.75,4915.4,4957,4960.85,4958.42,508711,2522403485.85,41547
MARUTI,10-Aug-2016,4975,4960.85,4980,4850,4862.1,4861.6,4894.4,512317,2507484596.95,38288
MARUTI,11-Aug-2016,4862.1,4861.6,4923.5,4805,4869.1,4878.65,4870.2,623156,3034897101.15,61962
MARUTI,12-Aug-2016,4882,4878.65,4940,4847.1,4900,4898.6,4888.23,686072,3353680781.3,42131
MARUTI,16-Aug-2016,4948,4898.6,4948,4852,4858,4864.2,4895.8,793106,3882892015.15,33657
MARUTI,17-Aug-2016,4860,4864.2,4911.3,4849.1,4890,4889.85,4883.43,498247,2433154413.2,66170
MARUTI,18-Aug-2016,4920.85,4889.85,4950,4901,4911.55,4915.85,4929.14,479572,2363877107.05,25209
MARUTI,19-Aug-2016,4916,4915.85,4933.2,4889.05,4901,4900.1,4908.24,426426,2092999034.7,27427
MARUTI,22-Aug-2016,4896,4900.1,4897,4828,4835,4837.75,4850.13,292890,1420554293.25,31581
MARUTI,23-Aug-2016,4835.05,4837.75,4855.2,4800,4834,4833.8,4829.73,270869,1308224512.8,23255
MARUTI,24-Aug-2016,4890,4833.8,4983.8,4886.45,4941.15,4948.55,4951.58,952400,4715880607.45,73605
MARUTI,25-Aug-2016,4973.8,4948.55,4982.8,4906.25,4932.45,4933.7,4937.38,914319,4514338113.7,67826
MARUTI,26-Aug-2016,4934.8,4933.7,4964.9,4910.1,4916,4920.9,4931.81,337715,1665546042.75,32101
MARUTI,29-Aug-2016,4925,4920.9,4955,4920.9,4930,4927.4,4934.17,299611,1478331979.3,30886
MARUTI,30-Aug-2016,4955,4927.4,5103.9,4951,5060.05,5067.65,5060.77,996156,5041318682.2,51893
MARUTI,31-Aug-2016,5063.9,5067.65,5103.85,5036.3,5056,5053.65,5072.87,804288,4080048433.3,78969
MARUTI,01-Sep-2016,5074,5053.65,5100,5019.3,5058,5060.75,5064.28,870402,4407962775.3,63936
MARUTI,02-Sep-2016,5078,5060.75,5188.65,5075,5165,5160.45,5150.43,956049,4924067377.75,73642
MARUTI,06-Sep-2016,5201,5160.45,5335,5201,5323.1,5319.7,5279.09,970024,5120839223.6,66218
MARUTI,07-Sep-2016,5319,5319.7,5362,5290.1,5337,5336.05,5334.42,734051,3915733176.45,55739
MARUTI,08-Sep-2016,5321,5336.05,5499,5319,5486.55,5489.4,5436.43,942300,5122745860.45,65175
MARUTI,09-Sep-2016,5489.7,5489.4,5489.95,5377.05,5399.95,5403,5421.9,547599,2969029183.2,50129
MARUTI,12-Sep-2016,5305,5403,5350,5251,5330,5329,5313.33,795632,4227453474.85,70180
MARUTI,14-Sep-2016,5330.05,5329,5384.75,5330.05,5356,5363.9,5360.16,539702,2892887534.85,40233
MARUTI,15-Sep-2016,5356,5363.9,5461,5349.55,5452,5452.4,5421.63,704384,3818906904.7,55161
MARUTI,16-Sep-2016,5473,5452.4,5619.9,5473,5540,5573.3,5567.35,1669960,9297247548.3,102638
MARUTI,19-Sep-2016,5569,5573.3,5569,5485,5497,5491.9,5507.45,632835,3485307597.65,63173
MARUTI,20-Sep-2016,5525,5491.9,5560,5498.35,5515,5514.85,5526.08,423083,2337990549.95,53597
MARUTI,21-Sep-2016,5526,5514.85,5542.5,5462.1,5495,5501.25,5504.39,549370,3023947011.5,51936
MARUTI,22-Sep-2016,5565.35,5501.25,5634.1,5564.95,5587,5597.1,5600.92,526494,2948849508.5,47292
MARUTI,23-Sep-2016,5630,5597.1,5630,5565.6,5611,5601.8,5603.5,559592,3135676118.95,44474
MARUTI,26-Sep-2016,5586,5601.8,5625,5555.55,5557.7,5568.9,5581.61,418297,2334769328.4,42826
MARUTI,27-Sep-2016,5598.95,5568.9,5599.95,5500,5514.9,5511.4,5541.94,427991,2371900042.25,30814
MARUTI,28-Sep-2016,5510.6,5511.4,5555,5506,5528.1,5521.8,5526.32,449876,2486158734.1,33570
MARUTI,29-Sep-2016,5575,5521.8,5577,5395,5460,5438.6,5468.32,693217,3790733982.7,43003
MARUTI,30-Sep-2016,5420,5438.6,5497.5,5382.6,5490.2,5477.3,5432.09,646631,3512558553.25,52712
MARUTI,03-Oct-2016,5661,5477.3,5720,5631.8,5680.1,5681,5677.34,840940,4774299552.55,67507
MARUTI,04-Oct-2016,5715.15,5681,5717.95,5650,5673.85,5680,5678.6,464913,2640053187.4,54277
MARUTI,05-Oct-2016,5707,5680,5767,5673,5689,5689.2,5719.56,644731,3687580532.1,40985
MARUTI,06-Oct-2016,5700,5689.2,5745.6,5700,5710,5710.45,5717.76,416860,2383503640.9,32749
MARUTI,07-Oct-2016,5709.45,5710.45,5717.25,5667.3,5683,5683.8,5688.4,309473,1760405483.75,24338
MARUTI,10-Oct-2016,5724.9,5683.8,5734.4,5695.95,5714.1,5712.35,5712.6,205840,1175882335,14200
MARUTI,13-Oct-2016,5690,5712.35,5752.8,5652.6,5745,5718.55,5694.5,441169,2512235008,58390
MARUTI,14-Oct-2016,5760.2,5718.55,5766.95,5669.1,5686.1,5690.45,5699.38,352350,2008175649.9,30517
MARUTI,17-Oct-2016,5699,5690.45,5699,5574.6,5600,5599.1,5627.36,400595,2254290683.6,41185
MARUTI,18-Oct-2016,5621,5599.1,5645.35,5580.1,5620,5626.7,5617.22,487798,2740067758.35,47939
MARUTI,19-Oct-2016,5633.7,5626.7,5647.9,5593.05,5596.95,5604.6,5614.39,384608,2159340336.05,56100
MARUTI,20-Oct-2016,5615,5604.6,5683.5,5615,5640,5644.5,5650.74,311728,1761495142.75,39371
MARUTI,21-Oct-2016,5650.5,5644.5,5670,5616,5645,5650.2,5645.34,224567,1267757641.4,28021
MARUTI,24-Oct-2016,5666,5650.2,5748,5666,5710,5713.9,5712.33,412403,2355780353.95,29035
MARUTI,25-Oct-2016,5734,5713.9,5799,5725.65,5798,5781.45,5762.14,339506,1956281753.9,28118
MARUTI,26-Oct-2016,5796.6,5781.45,5898,5785,5870,5869.1,5848.3,590811,3455240624.2,47014
MARUTI,27-Oct-2016,5897,5869.1,5948,5789.1,5885,5860.15,5880.84,1864862,10966946847.5,108721
MARUTI,28-Oct-2016,5922,5860.15,5928.55,5865.75,5875.2,5876.15,5892.14,935542,5512348645.95,78584
MARUTI,30-Oct-2016,5900,5876.15,5903.75,5880,5900,5896.15,5895.47,61556,362901438.1,4781
MARUTI,01-Nov-2016,5919,5896.15,5974,5855.2,5875,5878.1,5896.51,1163831,6862538365.1,94968
MARUTI,02-Nov-2016,5805,5878.1,5864.9,5785,5797.1,5794.6,5820.09,522312,3039905127.75,64067
MARUTI,03-Nov-2016,5799.9,5794.6,5859.9,5780,5810.1,5805.55,5821.8,585730,3410002100.6,49492
MARUTI,04-Nov-2016,5789,5805.55,5789,5667.3,5706,5704.85,5708.01,679821,3880425730.1,77629
MARUTI,07-Nov-2016,5763,5704.85,5784.85,5708,5715.3,5715.95,5737.4,532212,3053515021.75,48877
MARUTI,08-Nov-2016,5727.8,5715.95,5731,5581.5,5688.25,5669,5636.81,684050,3855857551.85,57613
MARUTI,09-Nov-2016,5305,5669,5553,5305,5410,5392.95,5423.57,1299603,7048492361.3,68667
MARUTI,10-Nov-2016,5505.5,5392.95,5517.25,5305,5309,5328.5,5400.98,942971,5092965475.35,95693
MARUTI,11-Nov-2016,5290,5328.5,5292.95,5103,5119.05,5134.25,5188.18,1058491,5491644759.25,93638
MARUTI,15-Nov-2016,5101.9,5134.25,5119.05,4806.4,4830,4846.6,4892.68,2793900,13669663166.75,136012
MARUTI,16-Nov-2016,4924,4846.6,5009.4,4901.55,4980.1,4990.8,4966.64,1952224,9696000227.95,99071
MARUTI,17-Nov-2016,5030,4990.8,5048,4916.3,4920,4925.55,4959.72,668715,3316637910.2,73239
MARUTI,18-Nov-2016,4935,4925.55,4989.9,4887.9,4940,4950.9,4949.5,699355,3461456978.95,59976
MARUTI,21-Nov-2016,4990,4950.9,4990,4765.3,4800,4787.45,4849.13,864696,4193021584,73503
MARUTI,22-Nov-2016,4830,4787.45,4956,4825.55,4948,4934.55,4896.44,845997,4142375931.3,63310
MARUTI,23-Nov-2016,4945,4934.55,4945,4860,4892,4880.85,4891.85,757744,3706768591.65,46094
MARUTI,24-Nov-2016,4862,4880.85,4883.9,4804,4816.9,4830.15,4843.27,550368,2665579853.1,40727
MARUTI,25-Nov-2016,4849,4830.15,4905,4792.45,4870,4873.6,4864.3,669501,3256653755.1,50809
MARUTI,28-Nov-2016,4866,4873.6,4913,4833,4895,4893.75,4889.4,1387068,6781930626.85,55811
MARUTI,29-Nov-2016,4898,4893.75,5119,4896,5104,5088.15,5052.75,874897,4420632257.45,65629
MARUTI,30-Nov-2016,5110.55,5088.15,5282,5100.1,5265,5266,5204.7,1270618,6613189286.35,89569
MARUTI,01-Dec-2016,5266,5266,5307.5,5204.25,5228,5252.1,5257.64,1221883,6424225847.95,73084
MARUTI,02-Dec-2016,5220,5252.1,5236.2,5046,5051,5068.1,5153.82,772281,3980199883.45,61022
MARUTI,05-Dec-2016,5063.9,5068.1,5219.9,5055,5216.1,5202.95,5145.06,578935,2978655541.4,50672
MARUTI,06-Dec-2016,5220,5202.95,5261,5118.05,5132,5135.2,5194.35,646660,3358978445.3,65117
MARUTI,07-Dec-2016,5150.95,5135.2,5209.75,5035.05,5130,5116.65,5143.42,590462,3036995577.45,58670
MARUTI,08-Dec-2016,5172,5116.65,5269.9,5170,5242.5,5234.6,5235.29,845955,4428823745.3,81413
MARUTI,09-Dec-2016,5290,5234.6,5312.5,5201.2,5234,5235,5249.35,562518,2952855303.35,57752
MARUTI,12-Dec-2016,5228,5235,5228,5120.05,5150,5144.4,5159.27,357439,1844122787.6,37838
MARUTI,13-Dec-2016,5178.75,5144.4,5207,5134.05,5160,5163.15,5173.88,484291,2505662118.9,45941
MARUTI,14-Dec-2016,5179.95,5163.15,5214.75,5130.2,5139.75,5141.05,5168.64,371699,1921177672.9,39584
MARUTI,15-Dec-2016,5099.95,5141.05,5197,5080,5153,5152.05,5155.24,457317,2357577713.15,49226
MARUTI,16-Dec-2016,5174.5,5152.05,5207,5151.2,5189,5188.65,5186.72,1170505,6071076452.45,71724
MARUTI,19-Dec-2016,5175,5188.65,5195.45,5104.05,5117.2,5115.05,5134.12,369118,1895096606.2,44736
MARUTI,20-Dec-2016,5135.9,5115.05,5147.5,5072,5110,5108,5110.64,377676,1930167659.55,41459
MARUTI,21-Dec-2016,5119.4,5108,5160,5073.55,5159.65,5137.85,5131.03,413072,2119486223.9,48389
MARUTI,22-Dec-2016,5144,5137.85,5144,5053,5095,5084.4,5092.15,399573,2034684947.05,40981
MARUTI,23-Dec-2016,5050,5084.4,5214,5041,5210,5197.15,5137.96,589006,3026291840.9,51112
MARUTI,26-Dec-2016,5179,5197.15,5257.8,5151.1,5174,5167.35,5192.7,510998,2653458429.85,50261
MARUTI,27-Dec-2016,5185,5167.35,5237.4,5117.2,5217,5224,5184.75,486703,2523432348.75,41274
MARUTI,28-Dec-2016,5250,5224,5278,5219.45,5239.95,5231.25,5246.94,595514,3124627431.25,46855
MARUTI,29-Dec-2016,5217.2,5231.25,5349,5217.2,5345.5,5314.8,5284.21,655325,3462874921.8,56686
MARUTI,30-Dec-2016,5347,5314.8,5377.9,5303,5315.3,5319.55,5341.23,559886,2990480369.6,52154
MARUTI,02-Jan-2017,5320.05,5319.55,5474.2,5267.8,5470,5466,5386.21,651321,3508148908.55,47570
MARUTI,03-Jan-2017,5466,5466,5524.2,5432.6,5511.25,5508.4,5485.36,631753,3465393242.3,40885
MARUTI,04-Jan-2017,5530,5508.4,5554.7,5494,5511,5502.15,5521.15,679443,3751304398.7,40184
MARUTI,05-Jan-2017,5525.1,5502.15,5649.9,5525.1,5649.9,5634.95,5600.23,744210,4167747463.75,71260
MARUTI,06-Jan-2017,5650,5634.95,5657.3,5597,5637,5615.55,5616.11,544695,3059065958.45,51306
MARUTI,09-Jan-2017,5644.8,5615.55,5680,5610.6,5675.35,5658.5,5655.48,345094,1951671534.9,35490
MARUTI,10-Jan-2017,5680,5658.5,5693.7,5641,5681,5674.85,5667.34,410444,2326126082.3,44830
MARUTI,11-Jan-2017,5691,5674.85,5772.9,5691,5760.5,5762.35,5738.02,539326,3094661109,57368
MARUTI,12-Jan-2017,5770,5762.35,5795,5742,5794.9,5777.35,5766.08,421634,2431175297.45,34236
MARUTI,13-Jan-2017,5792,5777.35,5794,5683.65,5698.45,5699.5,5710.48,1086873,6206571206.55,57943
MARUTI,16-Jan-2017,5697.95,5699.5,5725.2,5661,5674,5676.9,5683.2,290142,1648934388.05,23251
MARUTI,17-Jan-2017,5690,5676.9,5718.9,5657.05,5662.15,5669.4,5680.3,343048,1948615290.9,39349
MARUTI,18-Jan-2017,5685,5669.4,5719,5665,5680,5684.45,5692.66,308483,1756088073,35631
MARUTI,19-Jan-2017,5675,5684.45,5728,5675,5717,5718.35,5704.07,239027,1363426406.25,21187
MARUTI,20-Jan-2017,5717,5718.35,5749,5642,5678,5668.95,5701.89,444280,2533234364.95,26561
MARUTI,23-Jan-2017,5668.95,5668.95,5712.75,5643.8,5696,5700,5685.68,297515,1691574395.85,23061
MARUTI,24-Jan-2017,5704,5700,5745.75,5688.95,5740,5737.2,5729.49,301613,1728089864.35,30061
MARUTI,25-Jan-2017,5763.9,5737.2,5834,5708.05,5825,5802.55,5774.8,1148793,6634052767.2,75448
MARUTI,27-Jan-2017,5842,5802.55,5927.7,5825.05,5916,5915.9,5891.72,576906,3398968196.25,65532
MARUTI,30-Jan-2017,5916,5915.9,5939,5885,5894.15,5894.95,5906.74,323448,1910522746.3,39036
MARUTI,31-Jan-2017,5889,5894.95,5934.9,5875.5,5899.95,5894.25,5902.4,374637,2211257402.3,43066
